Services,Ride_Date,Ride_status,Source_pickup,Destination,Duration,Ride_id,Customer_id,Driver_id,Distance,Ride_charge,Misc_charge,Total_fare,Payment_method
Cab,26-07-2024,completed,Horamavu Banaswadi Meadows,Srirampura Square,42,RD7363976759760670,C129,D054,33.91,386.71,27.63,414.34,QR scan
Bike,03-08-2024,completed,Koramangala 8th Block Enclave,Mahadevapura Arc,49,RD8759461544686117,C136,D006,8.87,998.37,6.74,1005.11,Amazon Pay
Bike,30-06-2024,completed,Mahalakshmi Layout Track,Jalahalli Alley,55,RD1639079395378469,C015,D017,42.94,901.58,24.2,925.78,GPay
Bike,26-07-2024,completed,Vasanth Nagar Enclave,Subramanyapura Cut,97,RD3459261949201394,C021,D006,7.6,142.95,45.36,188.31,Paytm
Cab,27-07-2024,completed,Jakkasandra View,Bikasipura 5th Stage,31,RD4507555030215875,C018,D054,37.39,393.82,28.95,422.77,Paytm
Cab,15-07-2024,completed,Magadi Road Township,ITI Layout Township,80,RD1455615384904069,C153,D041,40.76,209.25,42.68,251.93,Amazon Pay
Auto,05-07-2024,completed,KR Puram Pointe,Bagalur Landing,47,RD7721954680395938,C173,D038,38.28,969.36,5.39,974.75,Paytm
Auto,23-07-2024,cancelled,Kudlu Gate Side,Harohalli 4th Stage,35,RD2401220395356273,C061,D031,19.36,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Bellandur Grove,Ramamurthy Nagar Quadrant,20,RD9707515447251189,C031,D054,32.56,56.27,33.05,89.32,QR scan
Cab,15-07-2024,completed,Lingarajapuram Nagar,Thanisandra Pier,70,RD3615442701352307,C146,D043,26.9,997.08,42.61,1039.69,Amazon Pay
Auto,02-07-2024,completed,Kalyan Nagar Yard,Bellandur Terrace,73,RD7692458113425487,C149,D034,13.88,467.67,14.18,481.85,QR scan
Cab,23-07-2024,completed,Basavanagudi Sector,Banashankari Cross,86,RD6045918534834287,C011,D049,23.64,334.26,16.11,350.37,GPay
Parcel,18-07-2024,completed,Chikka Banaswadi Side,Chokkanahalli Farms,45,RD2722753455913454,C021,D058,20.4,586.95,0.79,587.74,QR scan
Parcel,08-08-2024,completed,Rachenahalli Place,Ashok Nagar Fork,74,RD1015907035900818,C169,D059,42.06,690.6,7.16,697.76,Amazon Pay
Bike,10-07-2024,completed,Jakkur Passage,Pai Layout 4th Stage,45,RD4556104991932019,C145,D017,48.95,615.97,26.92,642.89,QR scan
Auto,03-08-2024,completed,Koramangala 6th Block,Byatarayanapura Circle,88,RD9611577281750827,C081,D039,2.8,93.59,48.62,142.21,QR scan
Cab,08-07-2024,completed,Chikka Banaswadi Close,JP Nagar Arc,101,RD1302490243015333,C067,D043,20.95,437.83,4.87,442.7,Paytm
Cab,10-08-2024,completed,Anekal 5th Stage,Hulimavu Court,55,RD9816205345026963,C172,D051,29.85,579.41,37.74,617.15,Paytm
Parcel,15-08-2024,cancelled,Nelamangala 4th Block,Madivala Close,19,RD1168442702834549,C081,D056,19.96,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,Seshadripuram Place,Sonnenahalli Landing,97,RD3062784589897286,C068,D013,36.32,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Chandra Layout Commons,Kadubeesanahalli Drive,111,RD9666863149942871,C034,D022,10.25,358.03,28.86,386.89,Paytm
Bike,26-07-2024,completed,Madiwala Village,Banashankari Extension,85,RD3514947959038260,C166,D010,1.93,300.62,45.16,345.78,Paytm
Auto,28-06-2024,completed,Chikkabellandur Alley,Banashankari Pointe,10,RD4753002470037626,C118,D030,38.52,940.97,37.67,978.64,Amazon Pay
Auto,08-08-2024,completed,Amruthahalli Farms,Doddanekundi Hills,96,RD0970123631420169,C193,D039,12.72,610.52,19.94,630.46,GPay
Parcel,08-08-2024,completed,Byatarayanapura Fork,Subbanna Palya 3rd Block,58,RD3811096594279390,C019,D055,38.89,191.17,21.01,212.18,Amazon Pay
Parcel,22-07-2024,completed,Magadi Road 5th Stage,Doddanekundi Alcove,96,RD6073246547942633,C118,D059,45.87,159.85,6.7,166.55,Paytm
Auto,03-07-2024,completed,Koramangala 4th Block Bay,Ramamurthy Nagar Terrace,71,RD8558203019746089,C145,D026,25.14,494.44,16.67,511.11,GPay
Cab,08-07-2024,completed,Nandini Layout Extension,Benniganahalli Woods,66,RD1420503970397797,C019,D048,44.32,433.21,21.46,454.67,GPay
Auto,01-07-2024,completed,Naganathapura Area,Avalahalli Farms,88,RD3660932671997700,C055,D033,21.64,935.31,36.26,971.57,GPay
Bike,21-06-2024,completed,Kothaguda Passage,Agrahara Layout Square,33,RD4784302024964129,C068,D005,38.94,308.45,9.39,317.84,GPay
Auto,03-08-2024,completed,Vijayanagar View,Kudlu Gate Park,40,RD9252844709829162,C090,D039,10.66,933.33,19.88,953.21,GPay
Bike,29-06-2024,completed,Sadashiva Nagar Way,Banaswadi Drive,82,RD3524102872844129,C018,D008,48.19,577.31,22.02,599.33,QR scan
Parcel,02-07-2024,completed,Hulimavu Trail,Vidya Vihar Cutting,66,RD7891552818209274,C095,D057,35.47,129.6,31.37,160.97,Paytm
Cab,28-06-2024,completed,Jayanagar Garden,Balagere Vista,90,RD5625174368901714,C041,D047,42.51,766.4,34,800.4,Paytm
Cab,20-07-2024,cancelled,Ulsoor Quadrant,Kalyan Nagar Heights,42,RD1029235811704835,C140,D051,15.86,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,HRBR Layout Side,Agrahara Layout Estate,16,RD8588595965931048,C078,D020,35.43,955.08,26.35,981.43,QR scan
Auto,06-07-2024,cancelled,Bikasipura Garden,Srirampura Lane,17,RD6503565137619236,C168,D033,40.4,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Horamavu Agara Sector,Mahadevapura Fork,85,RD6372044887164761,C003,D050,25.42,369.68,7.71,377.39,Paytm
Cab,22-07-2024,completed,Chikka Banaswadi Estate,Hennur Park,64,RD8574674280104647,C142,D044,15.94,941.97,37.74,979.71,Amazon Pay
Bike,25-07-2024,completed,Kundalahalli Garden,Dr. Shivaram Karanth Nagar Summit,24,RD2336147124231779,C170,D004,42.84,170.64,34.95,205.59,Paytm
Auto,12-08-2024,completed,Kundalahalli Sector,JP Nagar View,103,RD1230326490847677,C035,D029,16.92,295.77,31.66,327.43,Paytm
Auto,23-07-2024,completed,Amruthahalli Cutting,Hosur Road Nagar,36,RD1933873266176274,C030,D039,40.99,725.23,18.74,743.97,Amazon Pay
Auto,10-08-2024,completed,Vijayanagar Cut,Electronic City View,76,RD8504986786807824,C028,D036,48.96,240.77,10.68,251.45,GPay
Parcel,28-07-2024,completed,Whitefield Crescent,Gottigere Hills,48,RD5735660885075392,C142,D056,5.43,767.65,32.87,800.52,Amazon Pay
Auto,23-07-2024,completed,Kothnur Zone,Vidyaranyapura Estate,31,RD7980708806348391,C070,D029,16.04,911.92,14.45,926.37,Paytm
Bike,08-07-2024,completed,Koramangala 4th Block Loop,Mahalakshmi Layout Mews,46,RD4846045427551869,C155,D007,32.25,875.67,42.15,917.82,Paytm
Cab,23-07-2024,completed,Sadashiva Nagar 6th Stage,Sadashiva Nagar Arcade,93,RD8167517599835288,C184,D045,40.67,156.05,13.7,169.75,QR scan
Auto,24-06-2024,completed,Kalyan Nagar Quadrant,Kothaguda Zone,94,RD5478831211487739,C053,D035,7.2,195.38,1.75,197.13,Paytm
Bike,22-07-2024,completed,Hoodi 2nd Block,Bommanahalli Enclave,39,RD0067360842974920,C163,D009,22.12,629.95,20.7,650.65,Paytm
Auto,26-06-2024,completed,Ulsoor Cove,Bagalur Bay,57,RD4641074969392016,C130,D032,26.41,177.84,40.79,218.63,Amazon Pay
Auto,06-08-2024,completed,Ulsoor Fields,Jakkasandra Place,73,RD2864571626480447,C065,D039,45.39,563.34,20.68,584.02,GPay
Bike,27-07-2024,cancelled,Hoodi Mews,Marathahalli Heights,38,RD3130908951209585,C014,D003,37.13,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Kundalahalli Valley,Nagasandra Enclave,112,RD3432086953577629,C163,D014,7.35,565.1,46.28,611.38,QR scan
Bike,28-06-2024,completed,Bellandur Close,Koramangala 4th Block Bay,47,RD5853935729065550,C071,D002,14.19,683.8,8.51,692.31,Amazon Pay
Bike,04-08-2024,completed,Sarjapur 6th Stage,Marathahalli Pass,25,RD0388829436940431,C001,D011,23.5,378.23,4.26,382.49,GPay
Cab,02-08-2024,completed,Bikasipura Plaza,Doddaballapur Plaza,83,RD2714392320397308,C198,D042,36.72,532.69,17.9,550.59,Amazon Pay
Cab,07-07-2024,completed,Madiwala Vista,Malleshwaram 2nd Block,63,RD3689117652521080,C164,D044,6.88,380.59,4.86,385.45,GPay
Parcel,04-07-2024,completed,Vasanth Nagar Valley,Thanisandra Sector,65,RD6766621534996818,C042,D060,18.8,896.53,11.28,907.81,Amazon Pay
Bike,23-07-2024,completed,BTM Layout Viewpoint,Kodigehalli Complex,59,RD4972914904363357,C114,D018,18.82,106.6,7.59,114.19,GPay
Bike,13-08-2024,completed,Tavarekere 3rd Block,Giri Nagar Ridge,29,RD8167918701848035,C181,D014,9.73,879.42,14.17,893.59,Amazon Pay
Bike,24-06-2024,completed,Adugodi Cove,Ashok Nagar Quadrant,11,RD6096488047313206,C144,D001,34.31,348.4,8.15,356.55,GPay
Auto,06-08-2024,cancelled,MG Road Landing,Gottigere Works,48,RD3636022305599775,C029,D026,4.25,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,Nagwara 2nd Stage,Chikkalasandra Circle,84,RD0230258263305194,C177,D005,13.02,318.62,9.53,328.15,QR scan
Cab,26-07-2024,completed,Vijayanagar Track,Kasavanahalli Landing,110,RD4249309502836100,C140,D040,4.04,594.9,40.65,635.55,QR scan
Bike,03-08-2024,completed,Kalyan Nagar Boulevard,Amruthahalli Layout,71,RD8525073909446921,C095,D019,29.92,600.98,45.49,646.47,Amazon Pay
Bike,30-06-2024,completed,Basaveshwaranagar Bridge,Indiranagar Arcade,119,RD2902878795563625,C142,D005,17.62,770.09,33.03,803.12,GPay
Bike,26-07-2024,completed,Electronic City Loop,VV Puram Valley,51,RD4639936261690694,C111,D005,46.58,288.79,45.49,334.28,Paytm
Auto,28-07-2024,cancelled,Vijayanagar Hills,Koramangala 8th Block 3rd Block,95,RD8633840889540634,C011,D026,31.44,0,0,0,Payment Cancelled
Cab,15-07-2024,completed,Balagere Township,Chikkabellandur Commons,115,RD2169962601109715,C079,D045,42.3,964.37,34.03,998.4,Amazon Pay
Auto,05-07-2024,completed,Sahakar Nagar 1st Stage,RMV 2nd Stage Quadrant,74,RD9641775314314269,C011,D039,41.85,914.47,27.95,942.42,Paytm
Auto,23-07-2024,cancelled,Ashok Nagar Extension,Horamavu Banaswadi Circle,87,RD8063750944884664,C092,D028,26.58,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Bhadrappa Layout Mews,Giri Nagar Township,58,RD4728828256149418,C175,D043,3.15,866.62,30.82,897.44,QR scan
Cab,15-07-2024,completed,Dr. Shivaram Karanth Nagar Lane,Kalyan Nagar Esplanade,41,RD0739562996498004,C171,D041,46.12,301.81,27.23,329.04,Amazon Pay
Auto,02-07-2024,completed,Chikkabellandur 6th Block,Chandra Layout Harbor,104,RD4050657804525933,C091,D037,18.51,862.34,48.58,910.92,QR scan
Cab,23-07-2024,completed,Sadashiva Nagar 6th Block,Kudlu Gate Enclave,76,RD0224091496005335,C144,D054,4.16,621.37,36.36,657.73,GPay
Parcel,18-07-2024,completed,Hoodi Zone,Ulsoor Cutting,81,RD7642991255467315,C105,D059,29.44,795.41,26.44,821.85,QR scan
Parcel,08-08-2024,completed,Hebbal Layout,JP Nagar Yard,97,RD0672591430773441,C192,D056,16.41,367.71,6.23,373.94,Amazon Pay
Bike,10-07-2024,completed,Nagawara Pier,Koramangala 4th Block Area,81,RD5250266740090412,C061,D006,46.18,720.37,15.36,735.73,QR scan
Auto,03-08-2024,completed,Munnekollal Terrace,Madiwala Works,83,RD3435416394226181,C046,D039,34.98,464.06,24.83,488.89,QR scan
Cab,08-07-2024,completed,Horamavu Works,RT Nagar Circle,85,RD0546365110279864,C106,D040,31.08,612.04,16.1,628.14,Paytm
Cab,10-08-2024,completed,RT Nagar 1st Block,Koramangala Valley,40,RD3769033865659452,C046,D051,33.1,646.52,5.23,651.75,Paytm
Parcel,15-08-2024,cancelled,Sonnenahalli Trail,Chikkagubbi Park,41,RD9877505373880430,C086,D058,42.45,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,Naganathapura Summit,Munnekollal Pointe,89,RD9517877551960684,C172,D024,12.75,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Munnekollal 5th Stage,Koramangala Place,87,RD7921147500617783,C064,D009,32,849.8,15.12,864.92,Paytm
Bike,26-07-2024,completed,Hebbal Viewpoint,Sadashiva Nagar Dam,107,RD9581121351634004,C041,D023,19.97,215.94,48.25,264.19,Paytm
Auto,28-06-2024,completed,Malleshwaram Bridge,Kadubeesanahalli Landing,49,RD2916484564414329,C028,D031,15.13,93.73,43.66,137.39,Amazon Pay
Auto,08-08-2024,completed,Dodda Banaswadi Square,Arekere Square,32,RD8502220457778448,C010,D038,27.83,493.82,20.93,514.75,GPay
Parcel,08-08-2024,completed,Ganganagar 4th Block,HRBR Layout Boulevard,31,RD3149277168886095,C121,D056,16.99,590.22,46.39,636.61,Amazon Pay
Parcel,22-07-2024,completed,Doddanekundi Bay,Doddakannelli Track,45,RD4056921503964992,C052,D058,49.23,503.27,11.88,515.15,Paytm
Auto,03-07-2024,completed,Devarachikkanahalli Loop,Doddakannelli District,99,RD7685511466365025,C090,D029,27.43,927.27,3.28,930.55,GPay
Cab,08-07-2024,completed,Amruthahalli Arcade,Vidya Vihar Close,97,RD4288648543163701,C059,D043,3.01,950.36,33.24,983.6,GPay
Auto,01-07-2024,completed,Malleshwaram Quadrant,Hosur Garden,51,RD2063452533341533,C007,D035,21.37,859.99,34.1,894.09,GPay
Bike,21-06-2024,completed,Gottigere Valley,Peenya Square,46,RD0863217240346898,C050,D013,4.09,64.94,3.73,68.67,GPay
Auto,03-08-2024,completed,Madiwala Crescent,Hosur Road Township,91,RD6788264251434818,C085,D029,26.44,605.15,18.54,623.69,GPay
Bike,29-06-2024,completed,Chandra Layout Court,Attibele Square,93,RD6147174694509068,C018,D009,12.13,706.06,9.22,715.28,QR scan
Parcel,02-07-2024,completed,RT Nagar Run,Chikkabellandur Hills,32,RD4086695968328632,C090,D060,25.61,172.39,39.97,212.36,Paytm
Cab,28-06-2024,completed,Vasanth Nagar Cove,Bagalur 1st Block,102,RD3859865217409846,C131,D046,2.12,930.96,21.27,952.23,Paytm
Cab,20-07-2024,cancelled,Kanaka Nagar Pointe,Benson Town Area,83,RD5110446845266740,C174,D053,22.11,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,Dooravani Nagar Hills,Nagasandra Woods,49,RD5401458412603472,C138,D011,25.2,210.16,19.53,229.69,QR scan
Auto,06-07-2024,cancelled,Ulsoor Lane,Benson Town Estate,46,RD2074887195430872,C008,D026,34.36,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Kengeri View,Kalena Agrahara View,58,RD8337740699920458,C067,D042,35.89,573.56,4.25,577.81,Paytm
Cab,22-07-2024,completed,Kaggalipura Cut,Kalena Agrahara Yard,100,RD9500035788363174,C149,D044,30.37,221.41,28.93,250.34,Amazon Pay
Bike,25-07-2024,completed,Kudlu Gate Cutting,JP Nagar Meadows,105,RD0106653604804303,C010,D004,28.48,786.2,35.7,821.9,Paytm
Auto,12-08-2024,completed,Kothnur 1st Block,Frazer Town Circle,116,RD1821762194777715,C153,D031,46.88,164.49,2.38,166.87,Paytm
Auto,23-07-2024,completed,Chikkabellandur Farms,Nagwara Garden,36,RD7646362592402794,C089,D036,17.59,136.43,22.96,159.39,Amazon Pay
Auto,10-08-2024,completed,Dr. Shivaram Karanth Nagar Plaza,Kadubeesanahalli Drive,22,RD3203439118480683,C081,D031,3.22,170.07,48.05,218.12,GPay
Parcel,28-07-2024,completed,Indiranagar Garden,BTM Layout Dam,65,RD6240567953116115,C156,D059,2.58,711.59,10.68,722.27,Amazon Pay
Auto,23-07-2024,completed,Kudlu Colony,BTM 2nd Stage Quarters,11,RD0833842549005758,C030,D031,46.81,708.4,12.11,720.51,Paytm
Bike,08-07-2024,completed,JP Nagar Esplanade,BTM Layout Promenade,115,RD8578986499193084,C148,D007,39.69,245.88,39.45,285.33,Paytm
Cab,23-07-2024,completed,Hulimavu Grove,Sonnenahalli Extension,73,RD1813825243533546,C066,D040,18.82,168.15,37.83,205.98,QR scan
Auto,24-06-2024,completed,Horamavu Banaswadi Drive,Nelamangala Commons,60,RD0098370696208631,C182,D031,18.52,54.89,34.46,89.35,Paytm
Bike,22-07-2024,completed,Hosur Summit,Rachenahalli Track,116,RD7032366462506653,C001,D017,47.25,162.68,21.03,183.71,Paytm
Auto,26-06-2024,completed,Kundalahalli Garden,Bagalur Garden,41,RD5364048280749442,C138,D035,35.47,487.07,39.47,526.54,Amazon Pay
Auto,06-08-2024,completed,Chikkalasandra View,Nagwara Quadrant,76,RD2534618282219584,C185,D036,30.21,176.82,33.39,210.21,GPay
Bike,27-07-2024,cancelled,Kalena Agrahara Landing,Babusapalya Area,55,RD0992619110473593,C189,D022,3.97,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Giri Nagar Arc,Hennur Hills,20,RD2169370148348275,C051,D012,20.94,818.46,7.49,825.95,QR scan
Bike,28-06-2024,completed,Bhadrappa Layout Court,Banashankari Village,42,RD7077943520474357,C111,D003,14.09,660.46,48.45,708.91,Amazon Pay
Bike,04-08-2024,completed,Vasanth Nagar Arc,Dasarahalli 2nd Stage,22,RD8868396977561622,C171,D011,27.82,350.52,38.82,389.34,GPay
Cab,02-08-2024,completed,Koramangala 8th Block 5th Stage,Peenya Boulevard,48,RD3726470167448929,C160,D045,38.56,940.3,12.31,952.61,Amazon Pay
Cab,07-07-2024,completed,ITI Layout Sector,Munnekollal 2nd Block,115,RD5113532130677262,C170,D053,15.43,491.96,48.03,539.99,GPay
Parcel,04-07-2024,completed,Nagarbhavi Close,Chikkalasandra Sector,62,RD9852909338875573,C032,D060,47.89,583.47,42.05,625.52,Amazon Pay
Bike,23-07-2024,completed,KR Puram Meadows,Ramnagar Area,69,RD6715717537169958,C077,D017,25.86,112.46,46.63,159.09,GPay
Bike,13-08-2024,completed,Madiwala Works,Thanisandra Arcade,18,RD0849337090243781,C080,D022,31.28,325.92,18.24,344.16,Amazon Pay
Bike,24-06-2024,completed,Kothnur 4th Stage,Peenya Court,25,RD4476007285649650,C105,D011,31.03,550.66,31.47,582.13,GPay
Auto,06-08-2024,cancelled,Bellandur Grove,Horamavu Banaswadi Fork,14,RD5510195480856080,C104,D036,25.42,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,BTM 2nd Stage Quarry,Electronic City Boulevard,30,RD6607793498939897,C076,D018,49.67,338.38,34.27,372.65,QR scan
Cab,26-07-2024,completed,Chokkanahalli 4th Stage,Ulsoor Valley,108,RD3332987435788956,C033,D043,33.68,224.16,39.23,263.39,QR scan
Bike,03-08-2024,completed,Hulimavu District,Kothaguda Village,33,RD9855577832214773,C108,D022,33.49,419.47,10.76,430.23,Amazon Pay
Bike,30-06-2024,completed,Hosur 1st Block,Ramnagar Summit,119,RD7816060595434994,C098,D022,37.58,793.48,4.91,798.39,GPay
Bike,26-07-2024,completed,Vidyaranyapura Pass,Bikasipura Court,112,RD2631188399620881,C192,D006,30.67,881.92,25.95,907.87,Paytm
Parcel,28-07-2024,completed,Kodigehalli Road,Bhuvaneshwari Nagar Valley,35,RD6189478798563441,C158,D060,8.94,442.3,45.17,487.47,Paytm
Cab,15-07-2024,completed,Bikasipura Quarry,Babusapalya Quarry,83,RD9992375581167622,C146,D044,35.1,615.1,48.64,663.74,Amazon Pay
Auto,05-07-2024,completed,Nandini Layout Village,Kothanur District,108,RD6438734431321294,C104,D033,35,319.35,32.4,351.75,Paytm
Auto,23-07-2024,cancelled,Doddanekundi Alley,Bommasandra Bridge,67,RD8402710379409159,C001,D029,19.44,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Nagwara Meadows,Ulsoor Mews,85,RD1647846112448934,C074,D043,43.39,227.48,20.31,247.79,QR scan
Cab,15-07-2024,completed,KR Puram Cutting,Jayanagar 3rd Stage,45,RD6815794730903243,C111,D052,11.25,998.76,28.62,1027.38,Amazon Pay
Auto,02-07-2024,completed,Bellandur Outer Ring Road Park,Gottigere Estate,70,RD7230241497759511,C149,D034,15.51,137.49,16.36,153.85,QR scan
Cab,23-07-2024,completed,Vidyaranyapura Summit,Pai Layout Summit,50,RD8125813118821810,C168,D045,8.15,971.4,38.44,1009.84,GPay
Parcel,18-07-2024,completed,Vasanth Nagar Ridge,Hosur Road 6th Block,10,RD7511870109984614,C120,D058,15.99,743.5,2.08,745.58,QR scan
Parcel,08-08-2024,completed,Kothanur Landing,BTM Layout 5th Block,53,RD2985545916957495,C114,D060,23.55,521.19,11.99,533.18,Amazon Pay
Bike,10-07-2024,completed,Horamavu Banaswadi Cutting,Peenya Viewpoint,28,RD0873997307764445,C055,D017,18.91,257.8,4.78,262.58,QR scan
Auto,03-08-2024,completed,Bellandur Outer Ring Road Lane,Harohalli Cove,40,RD9129300162113628,C122,D037,31.7,186.75,19.02,205.77,QR scan
Cab,08-07-2024,completed,Nagwara 3rd Block,Malleshwaram Colony,78,RD7277923205769711,C189,D042,16.72,811.84,18.05,829.89,Paytm
Cab,10-08-2024,completed,Byatarayanapura Plaza,Bommasandra Plaza,88,RD1539245040515834,C169,D041,12.93,443.7,3.01,446.71,Paytm
Parcel,15-08-2024,cancelled,Nelamangala District,Chikkabellandur Grove,41,RD9457317801951777,C073,D059,27.42,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,Koramangala Mews,Kundalahalli Alcove,41,RD3163664539140794,C170,D021,37.46,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Magadi Road Farms,Banaswadi View,22,RD1263491454922239,C159,D011,37.66,821.3,43.15,864.45,Paytm
Bike,26-07-2024,completed,Madiwala Quarry,Gottigere Depot,18,RD9173946840370820,C024,D008,35.66,721.61,11.53,733.14,Paytm
Auto,28-06-2024,completed,Kothanur Viewpoint,Dommasandra Colony,56,RD6043535807889847,C173,D029,41.27,427.57,44.56,472.13,Amazon Pay
Auto,08-08-2024,completed,Ramamurthy Nagar Park,Hennur Road 6th Block,47,RD1536603181846259,C058,D037,3.89,497.51,45.76,543.27,GPay
Parcel,08-08-2024,completed,Ulsoor Sector,Bellandur Run,53,RD8500850926214310,C051,D056,27.29,234.95,45.87,280.82,Amazon Pay
Parcel,22-07-2024,completed,Hennur Promenade,Kaggalipura Colony,80,RD4427612655559271,C007,D055,19.05,552.25,44.64,596.89,Paytm
Auto,03-07-2024,completed,Doddanekundi Hills,Ramamurthy Nagar Drive,34,RD3071648808057091,C063,D032,14.58,335.23,25.79,361.02,GPay
Cab,08-07-2024,completed,Domlur Cross,Lingarajapuram 4th Stage,101,RD3858709923154518,C157,D053,29.05,109.79,41.05,150.84,GPay
Auto,01-07-2024,completed,Amruthahalli Fork,Amruthahalli Square,107,RD6007263364750688,C197,D026,13.61,745.61,10.79,756.4,GPay
Bike,21-06-2024,completed,Banerghatta Road Pier,Benson Town Vista,10,RD4369460082447075,C117,D014,23.71,805.15,7.36,812.51,GPay
Auto,03-08-2024,completed,Domlur Pointe,Whitefield Promenade,110,RD9282865866161815,C162,D034,5.38,167.69,10.22,177.91,GPay
Bike,29-06-2024,completed,Devarachikkanahalli Crescent,Bellandur Depot,84,RD0553688995825928,C050,D023,33.06,937.98,27.05,965.03,QR scan
Parcel,02-07-2024,completed,Doddaballapur Alley,Banaswadi 3rd Block,75,RD0239695310969860,C179,D058,28.82,943.63,37.35,980.98,Paytm
Cab,28-06-2024,completed,Yelahanka 6th Stage,Marathahalli Drive,101,RD6053829025269812,C127,D046,23.29,648.6,3.64,652.24,Paytm
Cab,20-07-2024,cancelled,Yeshwanthpur Cove,Vidya Vihar Dam,22,RD0410153031245408,C063,D042,26.05,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,Dooravani Nagar 3rd Stage,Chandra Layout Woods,94,RD3517197649401997,C168,D023,48,888.42,35.4,923.82,QR scan
Auto,06-07-2024,cancelled,Yelahanka Lane,HRBR Layout Enclave,88,RD0111868794936236,C002,D039,33.55,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Bommanahalli Esplanade,Gottigere Viewpoint,56,RD8409600650424859,C193,D053,31.1,833.47,0.98,834.45,Paytm
Cab,22-07-2024,completed,Mahadevapura 5th Stage,Koramangala 4th Block 2nd Block,29,RD0076113392293157,C198,D054,38.79,454.44,1.95,456.39,Amazon Pay
Bike,25-07-2024,completed,VV Puram Pass,Ramamurthy Nagar Complex,97,RD6543959617296404,C028,D014,15.32,655.18,40.91,696.09,Paytm
Auto,12-08-2024,completed,Kanakapura 2nd Stage,Kasavanahalli Drive,111,RD4216197440988109,C057,D027,42.5,288.89,21.72,310.61,Paytm
Auto,23-07-2024,completed,Seshadripuram Fork,Horamavu Track,36,RD9763333688497151,C179,D033,44.05,149.87,29.9,179.77,Amazon Pay
Auto,10-08-2024,completed,Chandra Layout Sector,Arekere Hills,45,RD6320905213665707,C119,D025,31.34,610.55,1.47,612.02,GPay
Parcel,28-07-2024,completed,Rajajinagar Crescent,HSR Layout Grove,75,RD7746695458025842,C143,D056,46.23,773.03,38.58,811.61,Amazon Pay
Auto,23-07-2024,completed,Ulsoor Valley,Balagere Cutting,104,RD4306981591758839,C032,D032,6.69,694.02,39.13,733.15,Paytm
Bike,08-07-2024,completed,Malleshwaram Enclave,Subbanna Palya Woods,92,RD3900776069332041,C035,D015,30.35,520.29,26.29,546.58,Paytm
Cab,23-07-2024,completed,Kothanur Valley,Vijayanagar Boulevard,89,RD2343846882295434,C171,D048,37.91,297.11,31.07,328.18,QR scan
Auto,24-06-2024,completed,Kothnur Township,Vasanth Nagar Meadows,48,RD6655304501932184,C144,D034,35.78,820.04,10.71,830.75,Paytm
Bike,22-07-2024,completed,Hulimavu 1st Stage,Shivaji Nagar Track,83,RD3927793179802807,C082,D015,47.73,465.27,43.34,508.61,Paytm
Auto,26-06-2024,completed,Madiwala Drive,Basavanagudi 2nd Stage,26,RD8286551387968182,C157,D038,26.94,709.55,37.1,746.65,Amazon Pay
Auto,06-08-2024,completed,Chikkajala Landing,Subramanyapura Colony,34,RD3235019637790233,C185,D039,22.73,492.5,8.9,501.4,GPay
Bike,27-07-2024,cancelled,Sahakar Nagar Fork,Jalahalli Dam,59,RD3734127527419585,C130,D014,35.57,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Banaswadi Quarry,Kaggalipura Farms,30,RD4643797631505500,C141,D015,28.22,86.01,15.21,101.22,QR scan
Bike,28-06-2024,completed,Doddaballapur Quay,Anjanapura Cut,119,RD8471651437498134,C041,D024,23.72,221.72,4.6,226.32,Amazon Pay
Bike,04-08-2024,completed,Banaswadi Quarters,Jayanagar Terrace,31,RD9286434616901938,C122,D015,27.48,962.93,17.18,980.11,GPay
Cab,02-08-2024,completed,Jayanagar Area,Madivala Lane,107,RD0158778319411606,C067,D052,3.82,420.56,23.16,443.72,Amazon Pay
Cab,07-07-2024,completed,Jakkasandra Park,Doddanekundi Terrace,34,RD1756952611573963,C064,D053,30.07,640.74,43.14,683.88,GPay
Parcel,04-07-2024,completed,Hulimavu 1st Block,RMV 2nd Stage Cut,18,RD6490041494094375,C164,D057,3.74,722.2,7.7,729.9,Amazon Pay
Bike,23-07-2024,completed,Bagalur Cutting,Tavarekere 3rd Block,72,RD7496697822699687,C197,D017,18.85,896.87,39.51,936.38,GPay
